player_id,first_name,last_name,dob,place_of_birth,height_cm,preferred_foot,position_id,country_abbr,club_id
139,Denis,Zakaria,1996-11-20,Genf,190,Right,10,SUI,9
140,Renan,Lodi,1998-04-08,Serrana,173,Left,5,BRA,12
141,Emmanuel,Dennis,1997-11-15,Abuja,175,Right,0,NGA,12
142,Kieran,Trippier,1990-09-19,Bury,173,Right,6,ENG,11
143,Kepa,Arrizabalaga,1994-10-03,Ondarroa,186,Right,7,ESP,9
144,Neal,Maupay,1996-08-14,Versailles,173,Right,0,FRA,10
145,Remo,Freuler,1992-04-15,Ennenda,180,Right,9,SUI,12
146,Nathan,Patterson,2001-10-16,Glasgow,189,Right,6,SCO,10
147,Jesse,Lingard,1992-12-15,Warrington,174,Right,8,ENG,12
148,James,Garner,2001-03-13,Birkenhead,182,Right,10,ENG,10
149,Djed,Spence,2000-08-09,London,184,Right,6,ENG,14
150,Oliver,Skipp,2000-09-16,Welwyn Garden City,175,Right,10,ENG,14
151,Ivan,Perisic,1989-02-02,Split,186,Both,11,CRO,14
152,Calum,Chambers,1995-01-20,Petersfield,182,Right,4,ENG,4
153,Rob,Holding,1995-09-20,Stalybridge,189,Right,4,ENG,3
154,Scott,McKenna,1996-11-12,Kirriemuir,189,Left,4,SCO,12
155,Matt,Targett,1995-09-18,Eastleigh,183,Left,5,ENG,11
156,Loïc,Badé,2000-04-11,Sèvres,191,Right,4,FRA,12
157,Jacob,Murphy,1995-02-24,London,173,Right,2,ENG,11
158,Ryan,Fraser,1994-02-24,Aberdeen,163,Right,1,SCO,11
159,Chris,Wood,1991-12-07,Auckland,191,Right,0,,11
160,Brandon,Williams,2000-09-03,Crumpsall,180,Right,5,ENG,7
161,Joe,Worrall,1997-01-10,Nottingham,190,Right,4,ENG,12
162,Idrissa,Gueye,1989-09-26,Dakar,174,Right,9,SEN,10
163,Jamal,Lewis,1998-01-25,Luton,178,Left,5,,11
164,Fabian,Schär,1991-12-20,Wil,186,Right,4,SUI,11
165,César,Azpilicueta,1989-08-28,Pamplona,178,Right,6,ESP,9
166,Lewis,O'Brien,1998-10-14,Colchester,173,Left,9,ENG,12
167,Mohamed,Elneny,1992-07-11,Mahalla,179,Right,10,EGY,3
168,Ryan,Yates,1997-11-21,Nottingham,190,Right,9,ENG,12
169,Michael,Keane,1993-01-11,Manchester,188,Right,4,ENG,10
170,Calvin,Ramsay,2003-07-31,Aberdeen,177,Right,6,SCO,8
171,Alex,Oxlade-Chamberlain,1993-08-15,Portsmouth,175,Right,9,ENG,8
172,Stefan,Ortega,1992-11-06,Hofgeismar,185,Right,7,GER,6
173,Morgan,Sanson,1994-08-18,Saint-Doulchard,180,Right,9,FRA,4
174,Serge,Aurier,1992-12-24,Ouragahio,176,Right,6,,12
175,Axel,Tuanzebe,1997-11-14,Bunia,185,Right,4,ENG,7
176,Jamaal,Lascelles,1993-11-11,Derby,188,Right,4,ENG,11
177,Hugo,Lloris,1986-12-26,Nizza,188,Left,7,FRA,14
178,Reiss,Nelson,1999-12-10,London,175,Right,2,ENG,3
179,Caoimhín,Kelleher,1998-11-23,Cork,188,Right,7,IRL,8
180,Jonjo,Shelvey,1992-02-27,Romford,184,Right,9,ENG,11
181,Andros,Townsend,1991-07-16,Walthamstow,181,Left,2,ENG,10
182,Omar,Richards,1998-02-15,London,174,Left,5,ENG,12
183,Facundo,Pellistri,2001-12-20,Montevideo,174,Right,2,URU,7
184,Javier,Manquillo,1994-05-05,Madrid,178,Right,6,ESP,11
185,Nathaniel,Phillips,1997-03-21,Bolton,190,Right,4,ENG,8
186,Steve,Cook,1991-04-19,Hastings,185,Right,4,ENG,12
187,Cheikhou,Kouyaté,1989-12-21,Dakar,189,Right,10,SEN,12
188,Sam,Surridge,1998-07-28,Slough,190,Right,0,ENG,12
189,Harry,Toffolo,1995-08-19,Welwyn Garden City,183,Left,5,ENG,12
190,Cameron,Archer,2001-12-09,Walsall,175,Right,0,ENG,4
191,James,Milner,1986-01-04,Leeds,175,Right,9,ENG,8
192,Elliot,Anderson,2002-11-06,Whitley Bay,179,Right,8,SCO,11
193,Loïc,Mbe Soh,2001-06-13,Souza Gare,187,Right,4,FRA,12
194,Robin,Olsen,1990-01-08,Malmö,196,Right,7,SWE,4
195,Thiago,Silva,1984-09-22,Rio de Janeiro,181,Right,4,BRA,9
196,Matty,Cash,1997-08-07,Slough,185,Right,6,POL,4
197,Amadou,Onana,2001-08-16,Dakar,195,Right,10,BEL,10
198,Fábio,Carvalho,2002-08-30,Torres Vedras,170,Right,8,PRT,8
199,Armando,Broja,2001-09-10,Slough,191,Right,0,ALB,9
200,Aaron,Ramsdale,1998-05-14,Chesterton,190,Right,7,ENG,3
201,Dominic,Calvert-Lewin,1997-03-16,Sheffield,189,Right,0,ENG,10
202,Scott,McTominay,1996-12-08,Lancaster,191,Right,10,SCO,7
203,Conor,Gallagher,2000-02-06,Epsom,182,Right,9,ENG,9
204,Diogo,Dalot,1999-03-18,Braga,183,Right,6,PRT,7
205,Yves,Bissouma,1996-08-30,Issia,182,Right,9,MLI,14
206,Ollie,Watkins,1995-12-30,Torquay,180,Right,0,ENG,4
207,Oleksandr,Zinchenko,1996-12-15,"Radomyshl, Zhytomyr Oblast",175,Left,5,UKR,3
208,Kalidou,Koulibaly,1991-06-20,Saint-Dié-des-Vosges,186,Right,4,SEN,9
209,Harvey,Elliott,2003-04-04,London,170,Left,8,ENG,8
210,Jacob,Ramsey,2001-05-28,Birmingham,180,Right,9,ENG,4
211,Ibrahima,Konaté,1999-05-25,Paris,194,Right,4,FRA,8
212,Johannes,Schenk,2003-01-13,Schweinfurt,191,,7,GER,5
213,Sven,Ulreich,1988-08-03,Schorndorf,192,Right,7,GER,5
214,William,Saliba,2001-03-24,Bondy,192,Right,4,FRA,3
215,Virgil,van Dijk,1991-07-08,Breda,193,Right,4,NLD,8
216,Lisandro,Martínez,1998-01-18,Gualeguay,175,Left,4,ARG,7
217,Alexander,Isak,1999-09-21,Solna,192,Right,0,SWE,11
218,Dejan,Kulusevski,2000-04-25,Stockholm,186,Left,2,SWE,14
219,Martin,Ødegaard,1998-12-17,Drammen,178,Left,8,NOR,3
220,Gabriel,Martinelli,2001-06-18,Guarulhos,178,Right,1,BRA,3
221,Bruno,Guimarães,1997-11-16,Rio de Janeiro,182,Right,10,BRA,11
222,Wesley,Fofana,2000-12-17,Marseille,186,Right,4,FRA,9
223,Kai,Havertz,1999-06-11,Aachen,190,Left,8,GER,9
224,Darwin,Núñez,1999-06-24,Artigas,187,Right,0,URU,8
225,Heung-min,Son,1992-07-08,"Chuncheon, Gangwon",184,Both,1,,14
226,Trent,Alexander-Arnold,1998-10-07,Liverpool,180,Right,6,ENG,8
227,Andrew,Robertson,1994-03-11,Glasgow,178,Left,5,SCO,8
228,Reece,James,1999-12-08,London,180,Right,6,ENG,9
229,Raheem,Sterling,1994-12-08,Kingston,170,Right,1,ENG,9
230,Joshua,Kimmich,1995-02-08,Rottweil,177,Right,10,GER,5
231,Marc,Cucurella,1998-07-22,Alella,173,Left,5,ESP,9
232,Jadon,Sancho,2000-03-25,London,180,Right,1,ENG,7
233,Thomas,Partey,1993-06-13,Odumase Krobo,185,Right,10,GHA,3
234,Sven,Botman,2000-01-12,Badhoevedorp,195,Left,4,NLD,11
235,Ben,Chilwell,1996-12-21,Milton Keynes,180,Left,5,ENG,9
236,Rodrigo,Bentancur,1997-06-25,Nueva Helvecia,187,Right,9,URU,14
237,Marcus,Rashford,1997-10-31,Manchester,185,Right,1,ENG,7
238,Christian,Pulisic,1998-09-18,"Hershey, Pennsylvania",177,Right,2,,9
239,Anthony,Gordon,2001-02-24,Liverpool,182,Right,1,ENG,10
240,Allan,Saint-Maximin,1997-03-12,Châtenay-Malabry,173,Right,1,FRA,11
241,Mateo,Kovacic,1994-05-06,Linz,177,Right,9,CRO,9
242,Emile,Smith Rowe,2000-07-28,London,182,Right,8,ENG,3
243,Kalvin,Phillips,1995-12-02,Leeds,179,Right,10,ENG,6
244,Pierre-Emile,Höjbjerg,1995-08-05,København,185,Right,9,DEN,14
245,Jamal,Musiala,2003-02-26,Stuttgart,184,Right,8,GER,5
246,Leon,Bailey,1997-08-09,Kingston,178,Left,1,JAM,4
247,Gabriel,Magalhães,1997-12-19,São Paulo,190,Left,4,BRA,3
248,Ilkay,Gündogan,1990-10-24,Gelsenkirchen,180,Right,9,GER,6
249,Boubacar,Kamara,1999-11-23,Marseille,184,Right,10,FRA,4
250,Edouard,Mendy,1992-03-01,Montivilliers,194,Right,7,SEN,9
251,Raphaël,Varane,1993-04-25,Lille,191,Right,4,FRA,7
252,Davinson,Sánchez,1996-06-12,Caloto,187,Right,4,COL,14
253,Tyrone,Mings,1993-03-13,Bath,196,Left,4,ENG,4
254,Ruben,Loftus-Cheek,1996-01-23,London,191,Right,9,ENG,9
255,Alex,Iwobi,1996-05-03,Lagos,183,Right,8,NGA,10
256,Morgan,Gibbs-White,2000-01-27,Stafford,178,Right,8,ENG,12
257,Luke,Shaw,1995-07-12,Kingston upon Thames,178,Left,5,ENG,7
258,Aymeric,Laporte,1994-05-27,Agen,189,Left,4,ESP,6
259,Takehiro,Tomiyasu,1998-11-05,"Fukuoka, Fukuoka",188,Right,6,JPN,3
260,Granit,Xhaka,1992-09-27,Basel,186,Left,10,SUI,3
261,Emiliano,Buendía,1996-12-25,Mar del Plata,172,Right,2,ARG,4
262,Harry,Maguire,1993-03-05,Sheffield,194,Right,4,ENG,7
263,Joe,Willock,1999-08-20,London,186,Right,9,ENG,11
264,Kieran,Tierney,1997-06-05,Douglas,180,Left,5,SCO,3
265,Joe,Gomez,1997-05-23,London,188,Right,4,ENG,8
266,Riyad,Mahrez,1991-02-21,Sarcelles,179,Left,2,ALG,6
267,Nathan,Aké,1995-02-18,Den Haag,180,Left,4,NLD,6
268,Manuel,Akanji,1995-07-19,Wiesendangen,188,Right,4,SUI,6
269,John,McGinn,1994-10-18,Glasgow,178,Left,9,SCO,4
270,Eric,Dier,1994-01-15,Cheltenham,188,Right,4,ENG,14
271,John,Stones,1994-05-28,Barnsley,188,Right,4,ENG,6
272,Fábio,Vieira,2000-05-30,Santa Maria da Feira,170,Left,8,PRT,3
273,Ezri,Konsa,1997-10-23,London,183,Right,4,ENG,4
274,Tyrell,Malacia,1999-08-17,Rotterdam,169,Left,5,NLD,7
275,Sean,Longstaff,1997-10-30,Newcastle upon Tyne,181,Right,9,ENG,11
276,Lucas,Digne,1993-07-20,Meaux,178,Left,5,FRA,4
277,Curtis,Jones,2001-01-30,Liverpool,185,Right,9,ENG,8
278,Ben,White,1997-10-08,Poole,186,Right,4,ENG,3
279,Christian,Eriksen,1992-02-14,Middelfart,182,Right,8,DEN,7
280,Anthony,Elanga,2002-04-27,Hyllie,178,Right,1,SWE,7
281,James,Tarkowski,1992-11-19,Manchester,185,Right,4,ENG,10
282,Leander,Dendoncker,1995-04-15,Passendale,188,Right,10,BEL,4
283,Dean,Henderson,1997-03-12,Whitehaven,188,Right,7,ENG,12
284,Ryan,Sessegnon,2000-05-18,London,178,Left,11,ENG,14
285,N'Golo,Kanté,1991-03-29,Paris,169,Right,10,FRA,9
286,Jordan,Pickford,1994-03-07,Washington,185,Left,7,ENG,10
287,Trevoh,Chalobah,1999-07-05,Freetown,192,Right,4,ENG,9
288,Vitaliy,Mykolenko,1999-05-29,Cherkasy,180,Left,5,UKR,10
289,Manuel,Neuer,1986-03-27,Gelsenkirchen,193,Right,7,GER,5
290,Eric Maxim,Choupo-Moting,1989-03-23,Hamburg,191,Right,0,CMR,5
291,Josip,Stanisic,2000-04-02,München,187,Both,6,CRO,5
292,Paul,Wanner,2005-12-23,Dornbirn,185,Left,8,AUT,5
293,Ryan,Gravenberch,2002-05-16,Amsterdam,190,Right,9,NLD,5
294,Bouna,Sarr,1992-01-31,Lyon,177,Right,6,SEN,5
295,Marcos,Alonso,1990-12-28,Madrid,189,Left,5,ESP,15
296,Lucas,Vázquez,1991-07-01,A Coruña,173,Right,2,ESP,13
297,Nacho,Fernández,1990-01-18,Madrid,180,Right,4,ESP,13
298,Dani,Ceballos,1996-08-07,Utrera,179,Right,9,ESP,13
299,Luka,Modric,1985-09-09,Zadar,172,Right,9,CRO,13
300,Álvaro,Odriozola,1995-12-14,San Sebastián,176,Right,6,ESP,13
301,Mathys,Tel,2005-04-27,Sarcelles,183,Right,0,FRA,5
302,Sergi,Roberto,1992-02-07,Reus,178,Right,6,ESP,15
303,Benjamin,Pavard,1996-03-28,Maubeuge,186,Right,6,FRA,5
304,Lucas,Hernández,1996-02-14,Marseille,184,Left,4,FRA,5
305,Kingsley,Coman,1996-06-13,Paris,180,Right,2,FRA,5
306,Leon,Goretzka,1995-02-06,Bochum,189,Right,9,GER,5
307,Serge,Gnabry,1995-07-14,Stuttgart,176,Right,2,GER,5
308,Sadio,Mané,1992-04-10,Sedhiou,174,Right,1,SEN,5
309,Leroy,Sané,1996-01-11,Essen,183,Left,1,GER,5
310,Héctor,Bellerín,1995-03-19,Badalona,177,Right,6,ESP,15
311,Alejandro,Balde,2003-10-18,Barcelona,175,Left,5,ESP,15
312,Eden,Hazard,1991-01-07,La Louvière,175,Right,1,BEL,13
313,Alphonso,Davies,2000-11-02,Buduburam,185,Left,5,CAN,5
314,Marcel,Sabitzer,1994-03-17,Wels,177,Right,9,AUT,5
315,Matthijs,de Ligt,1999-08-12,Leiderdorp,189,Right,4,NLD,5
316,Thomas,Müller,1989-09-13,Weilheim in Oberbayern,185,Right,3,GER,5
